name,company_founded,company_relationship,company_type,demographics_gender,location_region,wealth_type,wealth_how_category,wealth_how_industry,wealth_how_inherited
Ilkka Herlin,1924,relation,aquired,male,Europe,inherited,Traded Sectors,Non-consumer industrial,4th generation
Ilona Herlin,1924,relation,aquired,female,Europe,inherited,Traded Sectors,Non-consumer industrial,4th generation
Imogene Powers Johnson,1886,relation,new,female,North America,inherited,Traded Sectors,Consumer,4th generation
Ina Chan,1962,relation,new,female,East Asia,inherited,Financial,Real Estate,spouse/widow
Indu Jain,1838,relation,new,female,South Asia,inherited,Non-Traded Sectors,Media,spouse/widow
Ingeburg Herz,1949,relation,new,female,Europe,inherited,Traded Sectors,Consumer,spouse/widow
Ingvar Kamprad,1943,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Ioan Niculae,1995,founder,new,male,Europe,privatized and resources,Traded Sectors,Consumer,not inherited
Ira Rennert,1975,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Iris Fontbona,1888,relation,aquired,female,Latin America,inherited,Resource Related,Mining and metals,spouse/widow
Irwin Jacobs,1985,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Isaac Larian,1979,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Isaac Perlmutter,1998,CEO,aquired,male,North America,executive,Non-Traded Sectors,Media,not inherited
Isaac Saba Raffoul,1892,founder,aquired,male,Latin America,self-made finance,Financial,Diversified financial,not inherited
Isabel dos Santos,1997,founder,new,female,Sub-Saharan Africa,privatized and resources,Financial,Diversified financial,not inherited
Isak Andic,1973,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
Isidoro Alvarez,1940,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Iskander Makhmudov,1999,founder,new,male,Europe,privatized and resources,Resource Related,Mining and metals,not inherited
Isono family,0,,,,East Asia,,Traded Sectors,Consumer,not inherited
Israel Englander,1989,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
Issad Rebrab,1971,founder,new,male,Middle East/North Africa,founder non-finance,Traded Sectors,Consumer,not inherited
Ivan Glasenberg,1974,CEO,new,male,North America,privatized and resources,Resource Related,Mining and metals,not inherited
J Joseph Ricketts,1975,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
J. Christopher Reyes,1976,ceo,aquired,male,North America,executive,Non-Traded Sectors,"Retail, Restaurant",not inherited
J. Joe Ricketts,1975,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Jack Dangermond,1969,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Jack Dorsey,2006,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Jack Ma,1999,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Jack Taylor,1957,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jackson Stephens,1946,founder,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Jacky Xu,1999,founder,new,male,Latin America,founder non-finance,Traded Sectors,Consumer,not inherited
Jacob Stolt-Nielsen,1959,founder,new,male,Europe,founder non-finance,Traded Sectors,Other,not inherited
Jacob and Yehudith Richter,1992,founder,new,married couple,Middle East/North Africa,founder non-finance,New Sectors,Technology-Medical,not inherited
Jacqueline Desmarais,1925,relation,aquired,female,North America,inherited,Financial,Money Management,spouse/widow
Jacqueline Mars,1911,relation,new,female,North America,inherited,Traded Sectors,Consumer,3rd generation
Jacques Merceron-Vicat,1853,relation,new,male,Europe,inherited,Non-Traded Sectors,Constrution,3rd generation
Jacques Saade,1978,founder,new,male,Europe,founder non-finance,Traded Sectors,Other,not inherited
Jacques Servier,1954,founder,new,male,Europe,founder non-finance,New Sectors,Technology-Medical,not inherited
Jaime Augusto Zobel de Ayala,1834,relation,new,male,East Asia,inherited,Financial,Money Management,4th generation
Jaime Botin,1857,relation,new,male,Europe,inherited,Financial,Money Management,3rd generation
Jaime Gilinski Bacal,1991,relation,aquired,male,Latin America,self-made finance,Financial,Money Management,not inherited
Jaime Said Demarfa,0,,,male,Latin America,executive,Traded Sectors,Consumer,not inherited
James Arthur and John Irving,1882,relation,new,male,North America,inherited,Resource Related,Energy,3rd generation
James Cargill,1865,relation,new,male,North America,inherited,Financial,Money Management,3rd generation
"James Cargill, II.",1865,relation,new,male,North America,inherited,Financial,Money Management,3rd generation
James Clark,1994,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
James Coulter,1992,founder,new,male,North America,self-made finance,Financial,Private equity/leveraged buyout,not inherited
James Dinan,1991,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
James Dyson,1993,founder,new,male,Europe,founder non-finance,Traded Sectors,Consumer,not inherited
James France,1947,relation,new,male,North America,inherited,0,Other,father
James Goodnight,1976,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
James Irsay,1953,relation,aquired,male,North America,inherited,0,Other,father
James Irving,1882,relation,new,male,North America,inherited,Financial,Diversified financial,3rd generation
James Jannard,1975,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
James Kim,1969,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
James Leininger,1976,founder,new,male,North America,founder non-finance,New Sectors,Technology-Medical,not inherited
James Leprino,1950,relation and chairman,new,male,North America,inherited,Traded Sectors,Consumer,father
James Moran,1968,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
James Packer,1936,relation,aquired,male,North America,inherited,Financial,Real Estate,3rd generation
James Ratcliffe,1998,founder,new,male,Europe,founder non-finance,Traded Sectors,Non-consumer industrial,not inherited
James Simons,1982,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
James Sorenson,1977,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Jamshyd Godrej,1897,relation,new,male,South Asia,inherited,Traded Sectors,Consumer,3rd generation
Jan Koum,2009,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Jan Kulczyk,1988,founder,privatization,male,Europe,privatized and resources,Non-Traded Sectors,Media,not inherited
Jane Lauder,1946,relation,new,female,North America,inherited,Traded Sectors,Consumer,3rd generation
Jason Chang,1984,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Jassim Al-Kharafi,1956,relation,new,male,Middle East/North Africa,inherited,Financial,Diversified financial,father
Jay Robert (J.B.) Pritzker,1957,relation,aquired,male,North America,inherited,Financial,Real Estate,father
Jay Van Andel,1959,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Jay Y. Lee,1938,relation,new,male,East Asia,inherited,New Sectors,Technology-Computer,3rd generation
Jay and Arthur Pritzker,1957,relation,aquired,male,North America,inherited,Financial,Real Estate,father
Jayme Garfinkel,1945,Chairman and Chief Executive Officer,new,male,Latin America,inherited,Financial,Money Management,father
Jean (Gigi) Pritzker,1957,relation,aquired,female,North America,inherited,Financial,Real Estate,father
Jean Burelle,1957,relation,new,male,Europe,inherited,Traded Sectors,Consumer,father
Jean Claude Gandur,1994,founder,new,male,Europe,privatized and resources,Resource Related,Energy,not inherited
Jean Coutu,1969,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jean Pierre Cayard,1936,relation,new,male,Europe,inherited,Traded Sectors,Consumer,father
Jean-Claude Decaux,1964,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,Media,not inherited
Jean-Louis Dumas,1837,relation,new,male,Europe,inherited,Traded Sectors,Consumer,4th generation
Jean-Michel Besnier,1933,relation,new,male,Europe,inherited,Traded Sectors,Consumer,father
Jeanine Dick,1968,relation,new,female,Europe,inherited,New Sectors,Technology-Medical,spouse/widow
Jeff Bezos,1995,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jeff Greene,0,founder,,male,North America,self-made finance,Financial,Real Estate,not inherited
Jeff Rothschild,2004,Vice President of Infrastructure Software,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
Jeff Sutton,1994,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Jeffery Hildebrand,1989,founder,new,male,North America,privatized and resources,Resource Related,Energy,not inherited
Jeffrey Bezos,1994,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jeffrey Koo Sr,1930,relation,new,male,East Asia,inherited,Financial,Money Management,3rd generation
Jeffrey Lorberbaum,1875,Chairman and Chief Executive Officer,aquired,male,North America,executive,Traded Sectors,Consumer,not inherited
Jeffrey Skoll,1995,president,new,male,North America,executive,New Sectors,Technology-Computer,not inherited
Jennifer Pritzker,1957,relation,aquired,female,North America,inherited,Financial,Real Estate,father
"Jeremy Jacobs, Sr.",1915,relation,new,male,North America,inherited,Traded Sectors,Consumer,father
Jerome Kohlberg,1976,founder,new,male,North America,self-made finance,Financial,Private equity/leveraged buyout,not inherited
Jeronimo Arango,1958,founder,new,male,Latin America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jerry Jones,1970,founder,new,male,North America,founder non-finance,0,Other,not inherited
Jerry Speyer,1978,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
Jerry Yang,1994,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Jess Jackson,1982,founder,new,male,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Jia Yueting,2000,founder,new,male,East Asia,founder non-finance,Non-Traded Sectors,Media,not inherited
Jiang Bin,2001,founder,new,male,East Asia,founder non-finance,New Sectors,Technology-Computer,not inherited
Jiang Rensheng,2001,"founder, chairman",new,male,East Asia,founder non-finance,New Sectors,Technology-Medical,not inherited
Jiang Wei,2005,chairman,new,male,East Asia,executive,New Sectors,Technology-Medical,not inherited
Jiang Zhaobai,1997,chairman,new,male,East Asia,self-made finance,Financial,Real Estate,not inherited
Jim Breyer,2006,founder,new,male,North America,founder non-finance,New Sectors,Technology-Computer,not inherited
Jim Davis,1972,Chairman,aquired,male,North America,executive,Traded Sectors,Consumer,not inherited
"Jim Justice, II.",1971,relation,new,male,North America,inherited,Resource Related,Mining and metals,father
Jim Kennedy,1898,relation,aquired,male,North America,inherited,Non-Traded Sectors,Media,3rd generation
Jim Pattison,1961,founder CEO owner,new,male,North America,self-made finance,Financial,Diversified financial,not inherited
Jim Thompson,1965,founder,new,male,North America,founder non-finance,0,Other,not inherited
Jim Walton,1962,relation,new,male,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Jimmy Haslam,1981,founder,new,male,North America,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Jin Sook Chang,1984,founder,new,female,North America,founder non-finance,Traded Sectors,Consumer,not inherited
Jitendra Virwani,1993,founder,new,male,South Asia,self-made finance,Financial,Real Estate,not inherited
Joan Kroc,1940,relation,new,female,North America,inherited,Non-Traded Sectors,"Retail, Restaurant",spouse/widow
Joan Tisch,1946,relation,new,female,North America,inherited,Financial,Diversified financial,spouse/widow
Joao Alves de Queiroz Filho,2001,founder,new,male,Latin America,founder non-finance,Traded Sectors,Consumer,not inherited
Joao Moreira Salles,1926,relation,new,male,Latin America,inherited,Financial,Money Management,3rd generation
Joao Roberto Marinho,1925,relation,new,male,Latin America,inherited,Non-Traded Sectors,Media,father
"Joe Jamail, Jr.",1987,lawyer,,male,North America,executive,0,Other,not inherited
Joe Lewis,1975,founder,new,male,Europe,self-made finance,,Diversified financial,not inherited
Joe Mansueto,1984,founder,new,male,North America,self-made finance,Financial,Money Management,not inherited
Johan Johannson,1866,relation,new,male,Europe,inherited,Non-Traded Sectors,"Retail, Restaurant",father
Johann Graf,1980,founder,new,male,Europe,founder non-finance,Non-Traded Sectors,"Retail, Restaurant",not inherited
Johann Rupert,1940,relation,new,male,Sub-Saharan Africa,inherited,Traded Sectors,Consumer,father
Johanna Quandt,1916,relation,new,female,Europe,inherited,Traded Sectors,Consumer,spouse/widow
John A. Sobrato,1979,founder,new,male,North America,self-made finance,Financial,Real Estate,not inherited
John Abele,1979,founder,new,male,North America,founder non-finance,New Sectors,Technology-Medical,not inherited
John Arnold,2003,founder,new,male,North America,self-made finance,Financial,Hedge funds,not inherited
